DELAY_BEFORE_DOOR_CLOSE,,Delay before door close,,,
DOORS_CALIBRATION,None,Doors calibration,,,
DOORS_POSITIONS_RESET,None,Doors positions reset,,,
RESET_DOORS_POSITIONS,,Reset doors positions,,,
BRAKE_CHANNEL,,Brake channel,,,
BRAKE_OPERATING_VOLTAGE,,Brake operating voltage,,,
RIGHT_BRAKE_FORCE,,Right brake force,,,
LEFT_BRAKE_FORCE,,Left brake force,,,
BRAKE_VELOCITY_THRESHOLD,,Brake velocity threshold,,,
GEAR_UP_BRAKE_FORCE,,Gear up brake force,,,
BRAKE_STABILIZER_WEIGHT,,Brake stabilizer weight,,,
STEERING_CHANNEL,,Steering channel,,,
STEERING_RANGE,,Steering range,,,
HEADING_HOLD,,Heading hold,,,
STABILIZED,,Stabilized,,,
STEERING_STABILIZER_MODE,,Steering stabilizer mode,,,
STEERING_STABILIZER_GAIN,,Steering stabilizer gain,,,
STEERING_STABILIZER_DIRECTION,,Steering stabilizer direction,,,
STEERING_TRIM,,Steering trim,,,
STALL_CURRENT,,Stall current,,,
END_CALIBRATION,,End calibration,,,
END_CALIBRATION_MESSAGE,,"Ending calibration, please wait until dialog is closed ...",,,
PGC_CALIBRATE_MESSAGE,,Please press the calibration direction button to begin calibration. Press Stop when indicated by the real-time status from the PGC.,,,
STOP,,Stop,,,
NOSE_DOOR,,Nose door,,,
LEFT_DOOR,,Left door,,,
RIGHT_DOOR,,Right door,,,
CALIBRATE_CLOSE_POSITION,,Calibrate close position,,,
CALIBRATE_OPEN_POSITION,,Calibrate open position,,,
SEQUENCER,,Sequencer,,,
LOOP_MODE,,Loop mode,,,
FORWARD_CONDITION,,Forward condition,,,
FORWARD_DURATION,,Forward duration,,,
BACKWARD_CONDITION,,Backward condition,,,
BACKWARD_DURATION,,Backward duration,,,
EARLY,,Early,,,
ADD_A_NEW_OUTPUT,,+ Add a new output,,,
REMOVE_OUTPUT,,Remove output,,,
EDIT_CURVE,,Edit curve,,,
ADD_A_BACKWARD_CURVE,,Add a backward curve,,,
USE_ONLY_ONE_CURVE,,Use only one curve,,,
EDIT_BACKWARD_CURVE,,Edit backward curve,,,
EDIT_FORWARD_CURVE,,Edit forward curve,,,
